what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1335165333715
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1335165333719
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1335165333721
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1335165333722
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1335165333949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165338662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165394463
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335165394477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165396381
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165397325
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1335165400331
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1335165402061
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335165402180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165417850
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165420561
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.rename.element",1335165420567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165428196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165429746
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.closeProject",1335165433621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165435373
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165438415
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165441738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335165444864
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335165449110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335165449161
