what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161102513
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161107162
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161107178
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1335161107193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161113511
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161141295
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161144056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161149844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1335161149859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161150655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161171708
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161179508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161195514
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1335161195608
started,bundle,org.eclipse.jst.jsf.common,1.2.3.v201104061039,"org.eclipse.jst.jsf.common",1335161195920
started,bundle,org.eclipse.jst.jsf.core,1.3.105.v201108261005,"org.eclipse.jst.jsf.core",1335161195935
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1335161197058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161197105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161197183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161201348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161201489
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161208805
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161208868
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161209195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161211442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161213002
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161214390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335161216574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335161216964
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335161218555
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335161220552
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1335161220599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161222065
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161223360
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161239693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161244280
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161245840
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335161245840
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161253203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161254451
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335161254467
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1335161255278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161259365
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161265901
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1335161265901
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161266806
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161273015
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161273733
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161273748
error,log,,,"java.lang.NullPointerException",1335161273842
error,log,,,"java.lang.NullPointerException",1335161273842
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161273857
error,log,,,"java.lang.NullPointerException",1335161273967
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161274216
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161274247
error,log,,,"java.lang.NullPointerException",1335161274325
error,log,,,"java.lang.NullPointerException",1335161274325
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161275199
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161275215
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1335161275246
error,log,,,"java.lang.NullPointerException",1335161275308
error,log,,,"java.lang.NullPointerException",1335161275308
error,log,,,"java.lang.NullPointerException",1335161275308
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161275807
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1335161275839
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1335161275870
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1335161275885
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1335161275901
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161275917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161275932
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161276104
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.jface"".",1335161279505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161279505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161279536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161281158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161281330
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161284575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1335161291797
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1335161315291
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1335161315322
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1335161315338
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1335161315463
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1335161315478
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1335161315587
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1335161315587
error,log,,,"src/divided/difference [in Divided Difference] does not exist",1335161315899
error,log,,,"src/divided/difference [in Divided Difference] does not exist",1335161315915
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335161317085
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161322717
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1335161329784
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1335161331110
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161336882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335161338800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1335161339440
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161340860
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161342544
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161342607
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161345150
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161345150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335161347661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161350719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161352466
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1335161352592
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161356743
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161367617
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1335161368475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161370019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1335161388146
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1335161390457
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335161407133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1335161426945
